,COMMUNE,DCLT,TRANS,AGEREVQ,IPONDI,ILTUU
1387,Ambérieu-en-Bugey (01004),Saint-Rambert-en-Bugey (01384),"Voiture, camion, fourgonnette",45 à 49 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1388,Ambérieu-en-Bugey (01004),Saint-Rambert-en-Bugey (01384),"Voiture, camion, fourgonnette",60 à 64 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1389,Ambérieu-en-Bugey (01004),Saint-Rambert-en-Bugey (01384),"Voiture, camion, fourgonnette",55 à 59 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1390,Ambérieu-en-Bugey (01004),Saint-Sorlin-en-Bugey (01386),"Voiture, camion, fourgonnette",45 à 49 ans,3.52,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1391,Ambérieu-en-Bugey (01004),Saint-Sorlin-en-Bugey (01386),"Voiture, camion, fourgonnette",20 à 24 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1393,Ambérieu-en-Bugey (01004),Saint-Sorlin-en-Bugey (01386),"Voiture, camion, fourgonnette",35 à 39 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1394,Ambérieu-en-Bugey (01004),Saint-Sorlin-en-Bugey (01386),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1395,Ambérieu-en-Bugey (01004),Saint-Sorlin-en-Bugey (01386),"Voiture, camion, fourgonnette",20 à 24 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1396,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1397,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,30 à 34 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1398,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1401,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1402,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,25 à 29 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1406,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1409,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",45 à 49 ans,4.09,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1410,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1411,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1413,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",35 à 39 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1414,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1415,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1416,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1418,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1419,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1420,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1423,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",45 à 49 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1424,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,50 à 54 ans,4.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1425,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1427,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1430,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1431,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",15 à 19 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1432,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",35 à 39 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1433,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1434,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1436,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1437,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,4.4,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1443,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1445,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",45 à 49 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1446,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1447,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,35 à 39 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1449,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,30 à 34 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1450,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1452,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",35 à 39 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1454,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,55 à 59 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1455,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1460,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1461,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,35 à 39 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1462,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",35 à 39 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1464,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1465,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1466,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1469,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1472,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,30 à 34 ans,4.21,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1479,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Transports en commun,55 à 59 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1480,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1483,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1489,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1494,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",45 à 49 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1495,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,5.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1497,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1498,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1499,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1500,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1501,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1503,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",60 à 64 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1505,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1506,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1507,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Deux-roues motorisé,20 à 24 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1509,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1516,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",45 à 49 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1517,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1526,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,1.41,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1536,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1540,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1547,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1548,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1549,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1561,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,6.33,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1563,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",15 à 19 ans,5.56,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1565,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1567,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1569,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",60 à 64 ans,5.82,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1571,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),Deux-roues motorisé,45 à 49 ans,1.29,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1573,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1575,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1578,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1579,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",55 à 59 ans,1.24,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1581,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",45 à 49 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1582,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1584,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1586,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",40 à 44 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1588,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,3.52,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1591,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,1.2,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1592,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",20 à 24 ans,3.52,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1595,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",35 à 39 ans,3.62,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1598,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",50 à 54 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1599,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1600,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",30 à 34 ans,4.12,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
1601,Ambérieu-en-Bugey (01004),Saint-Vulbas (01390),"Voiture, camion, fourgonnette",25 à 29 ans,3.79,Réside dans une commune urbaine et travaille en dehors de l'unité urbaine
